Portada Imagen,URL - IMDb / FilmAffinity,Trailer,Título,Resumen,Tiempo (min),Año,Género,Production Co.,Directores,Actores Protagónicos,Locación,Presupuesto,Taquilla,Idioma,Latitud,Longitud
https://pics.filmaffinity.com/la_hora_final-312820701-mmed.jpg,https://pro.imdb.com/title/tt7370000/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=T9pBZheyJT4,La hora final,"“La Hora Final” se desarrolla a inicios de los años noventa con el Estado peruano en plena guerra contra Sendero Luminoso. Carlos Zambrano y Gabriela Coronado, dos integrantes del Grupo de Inteligencia de la PNP (GEIN), tienen como objetivo la captura del líder senderista Abimael Guzmán de quien no se conoce su paradero desde hace más de diez años. En esta implacable búsqueda los agentes trabajarán bajo la fachada de ser pareja y casi sin darse cuenta terminarán en una complicada e intensa relación que los pondrá en la mira del Servicio de Inteligencia, de la CIA y del mismo Sendero Luminoso. En esta espiral de la guerra solo les quedará confiar el uno en el otro.",117,2017,"Drama, Historia, Suspenso",La Soga Producciones,Eduardo Mendoza de Echave,"Nidia Bermejo, Pietro Sibille",Perú,$30.000,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMzQxYTJiOGItYTYwOS00Nzg2LTlmN2ItYzM5ZmUwOTE0Zjk0XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt7569470,https://www.youtube.com/watch?v=mpot12ENd1s,Una Navidad En Verano,"Cuenta la historia de Daniela (Maricarmen Marín), una mujer luchadora que cuida a cuatro niños y a pocos días de la Navidad ocurre un hecho que cambia sus vidas para siempre, demostrando que el amor y la unión vence todos los retos.",80,2017,"Familiar, Musical",Rayo en la Botella,Ricardo Morán,"Maricarmen Marín, Armando Machuca, Marco Zunino",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMjQ1MDkzYTgtMWM4Mi00ZjNjLWE4YmEtZWE1Mjg1MjYxNDAyXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt8890656,-,Aventura Sangrienta,Una aventura se tornará en pesadilla cuando un grupo de jóvenes en medio de una expedición por los andes de pronto se vean perseguidos por un sádico asesino que quiere usar sus cuerpos para componer una obra de arte.,88,2017,Horror,"American Condors, Dedal Films",Joaquin Valentino,"Kevin Aguilar, Karoly Basedam, Cristian Chile",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYTdiODZjY2ItNTA4Yi00N2IwLWE1OWEtNzE2ZTMzMjg4NWNiXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt9196246,https://www.youtube.com/watch?v=fN9O1EQntv8,Nasca Yuukai,"Cuatro jóvenes japoneses quedan varados a su suerte en el desierto de Nasca, y son refugiados por una mujer llamada Mara que habita en la zona. Mara, quien asegura haber sido abducida por extraterrestres, esconde un misterioso plan junto a dos seres con características no humanas.",90,2017,Horror,"Esencia Films, Star Films",Alex Hidalgo,"Paola Goya, Irma Maury",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYjQxNzIzOGEtMzIyOC00MjA1LWFjNDAtM2ZmOGJiMWM0MDZlXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt7395988,https://www.youtube.com/watch?v=vCvFq1DGQ34,Me haces bien,"""Me haces bien"" narra seis historias que nos llevan en un viaje de amores reales e intensos, amores prohibidos por la sociedad y algunas relaciones que los llevan al extremo. Pero la pasión, la esperanza y la fe sobresalen para demostrar que siempre es posible re-escribir nuestras historias desde el centro del corazón.",118,2017,Musicalal,Kuk'uma Films,Jesús Alvarez Betancourt,"Martín Velasquez, Veronica Alvarez, Luis Baca",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYTZmNTFmNzYtNmI4MC00OTI3LTgzODktOGM0NzViYmEwYzdlXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt7861510,https://www.youtube.com/watch?v=faXp0Q3glPU,Django: sangre de mi sangre,"Osvaldo González es Django, un afamado asaltante que recupera su libertad, después de estar 15 años recluido en un penal, y que ahora quiere mantenerse dentro de la ley para recuperar a su familia. Sin embargo, Freddy Marquina convence a José, hijo de Django, para que forme parte de su clan criminal. ",106,2018,"Acción, Crimen",La Soga Producciones,Aldo Salvini,"Giovanni Ciccia, Emanuel Soriano, Tatiana Astengo, Sergio Galliani",Perú,-,$3.770,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BNzE5NzgyYzctYzJkYi00MGQ2LTgwYjMtMjBkZGVhNTc5Njk1XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt6836318,https://www.youtube.com/watch?v=QUgyhAO3jlo,El Cóndor en Nueva York,"Damian, un narcotraficante en Nueva York, ha creado una nueva droga. Después de varias muertes accidentales, la DEA y la policía van en la búsqueda de este mafioso. Damian comienza a dejar fuera a su competencia con la ayuda de su científico privado y un infiltrado en la DEA. El Cóndor llega desde Perú para ayudar a revertir el efecto de esta droga y llevar a Damian a la justicia.",97,2018,"Acción, Fantasía",Nima Producciones,Alejandro Nieto-Polo,"Gerardo Zamora, Angelo Paravalos, Ricardo J. Salazar",Perú,$250.000,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYTcwYzdkOGQtNDM0YS00NWVmLWJlM2MtNWM3OTRlZGNjNTVmXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt9336816,https://www.youtube.com/watch?v=-X-vKwlKAV8,¡Asu Mare! 3,Un nuevo integrante llega a la vida de los recién casados Cachín y Emilia. ¿Cómo pondrá a prueba este pequeño la relación de los Alcántara y los Rizo Patrón? ,100,2018,Comedia,Tondero Films,Jorge Ulloa,"Emilia Drago, Ana Cecilia Natteri, Melania Urbina","Lima, Miami",-,$5.841,Español,-770.388.300,-119.291.300
https://m.media-amazon.com/images/M/MV5BMjJiM2FlYWItMDA1Yi00OTVjLTgwMDgtNzM1Njg4MTZjN2Q5XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt6809956,https://www.youtube.com/watch?v=DRbNXR1nc9U,A tu lado,"Sumida en la tristeza, Paz decide aceptar la invitación de su tío Martín y escapar de Lima para pasar unas vacaciones en un exclusivo Resort de Punta Cana. Ahí es donde conoce a Edu, el salvavidas del resort, y a todos sus amigos, con los que compartirá un frenético pero divertido viaje en la paradisíaca República Dominicana.",89,2018,Comedia,Lfante Films,Martin Casapía Casanova,"Fausto Mata, Jalsen Santana, Alessandra Fuller",Perú,$500.000,$6.391,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYjNmNGJjNTYtNzg5NC00NmZhLTk2MDgtMTM0NDgyZDg3NTFhXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt23152918/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=7JQ9n2oJQE8,Amigos en Apuros,"En una fiesta, Fico se reencuentra con Manolo, un antiguo amigo del colegio, pícaro y trotamundos, quien viene huyendo de una mafia que lo persigue. Para refugiarse en la espléndida casa de su amigo, Manolo finge una extraña enfermedad con lo cual echará a andar una serie de disparatados enredos que alterarán la vida de todos. Muy pronto comprobarán que, salvo la amistad, todo es ilusión.",100,2018,Comedia,Tondero Producciones,"Joel Calero, Lucho Cáceres","Reynaldo Arenas, Cécica Bernasconi, Luciana Blomberg",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BNzU4MjJkMWUtMDdiMi00NmMzLWE2ZDYtM2UzZTA2YjkzYTEwXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt3989740,https://www.youtube.com/watch?v=-HXoetnC2No,El Abuelo,"Crisóstomo (79) es un encantador vendedor jubilado que enviudó hace más de un año. Su cumpleaños se acerca y su hijo Alfonso (53), junto con sus nietos Santiago (30) y José María (25) lo llevarán de nuevo a su tierra, Huamachucho, la cual no ve hace más de 70 años. El viaje lo harán en carretera en la camioneta familiar y el abuelo les mostrará todos los lugares en los que vivió y la gente que dejó atrás para darles la vida que ahora tienen. Lo que su familia no sabe es que el abuelo tiene en mente mostrarles quién es realmente, aunque eso signifique perderlos. ",99,2018,Comedia,"El Directorio S.A.C., El Colectivo",Gustavo Saavedra Calle,"Carlos Julio Vega, Sebastian Rubio, Javier Valdés","Lima, Trujillo, Pacasmayo, Cajamarca, Huamachuco",-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYTM4ZjY5MmMtZTkwYi00MGMwLWIyMmQtMzkzMDZmMmIwNDFjXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt9005158,https://www.youtube.com/watch?v=hOWXOOYhOsE,El manual del pisado,"La historia nos presenta a Julio, el mejor vendedor de una empresa, pero que en casa es “Un pisado“. Cuando ya no soporta las órdenes, limitaciones, poder hacer zapping ni ver a sus amigos, decide tomar las riendas de su vida y enfrentarse a su más temible enemigo, su mujer. ",80,2018,Comedia,Bisa Estrategia Audiovisual,Carlitos Landeo,"Manolo Rojas, Amparo Brambilla, Airam Galliani",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYTllZTAxM2EtNTFmZC00YjhjLTllODQtYzRjM2UyYzk2MmY2XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt9214974,https://www.youtube.com/watch?v=UV_reG_iQ2M,No es lo que parece,"Narra las peripecias sentimentales de cinco grandes amigos, quienes deberán enfrentar situaciones comprometedoras con sus respectivas parejas, con consecuencias desastrosas, pero no menos divertidas.",100,2018,Comedia,Kanka Films,Koko Castillo,"Jesús Alzamora, Vania Bludau, Connie Chaparro",Perú,-,$8.592,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BZTAzYTBmNjctZWY3YS00ODQ2LTlhMTAtMDNmNGJhYWUxNmFmXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt7054868/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=aGXjNVwn_HQ,No Me Digas Solterona,"La vida de Patricia, una joven profesional de 35 años, era casi perfecta: un buen trabajo, amigas que la adoran y un novio con quien pensaba casarse. Pero mientras ella esperaba que Alonso, el novio, le propusiese matrimonio, Patricia se acaba llevando la ingrata sorpresa de que él, en realidad, quiere dejarla. La razón: Belén, una bella joven de 20 años. De esta forma y con treinta y tantos años, Patricia vuelve a pasar a las filas de las solteras. ¿Se le pasará el tren como dice su madre? ¿O encontrará el amor gracias a la ayuda de sus fieles amigos?",108,2018,Comedia,Big Bang Films,Ani Alva Helfer,"Patricia Barreto, Angélica Aragón, Rodrigo Sánchez Patiño",Perú,$350.000,$12.564,Español,-9.189.967,-75.015.152
"https://m.media-amazon.com/images/M/MV5BYjhiODA1NzItNDUzYy00NWZmLWJlZTctZTU4NTg1MTE1NzVkXkEyXkFqcGc@._V1_UY290_CR3,0,196,290_.jpg",https://pro.imdb.com/title/tt8435268/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=O8aiJL9wqoA,Soltera codiciada,"Cuando su novio de 6 años le termina de un momento a otro, María Fe debe lidiar con un corazón roto que no parece curarse con nada. Después de varias noches de lágrimas (y alcohol) y alentada por sus amigas, decide desahogarse de la única manera que sabe hacerlo: escribiendo. El resultado es un blog donde se ríe de las desventuras de la soltería y las relaciones y que tendrá un éxito inesperado. Pero cuando el fantasma del ex reaparece en su vida ¿podrá María Fe seguir sus propios consejos?",104,2018,Comedia,Tondero Films,"Bruno Ascenzo, Joanna Lombardi","Gisela Ponce de León, Karina Jordán, Jely Reategui, Christopher Von, Andrés Salas",Perú,$500.000,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMGI5OWI4ZjItOWJlNi00MTlkLWE2ZGYtMzk2MzMwMTNkNGY0XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt8898314/?ref_=instant_tt_1&q=Sobredosis%20de%20Amor,https://www.youtube.com/watch?v=60CwKq-svhk,Sobredosis de Amor,"2 novios, 2 padrinos, 2 suegas y una wedding planner, todos juntos en un divertido enredo que sobretodo tendrá una sobredosis de amor.",103,2018,"Comedia, Drama",Container Producciones,Jesus Alvarez Betancourt,"Gianella Neyra, Arap Bethke, Claudia Dammert",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYjU2ZjYwYjMtNDM3NC00MGVlLWFkOTEtYmFkZjk2ZDg1MjkyXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt8357502/?ref_=instant_tt_1&q=margarita%202,https://www.youtube.com/watch?v=q7slHFebjls,Margarita 2,"Continua con la historia de Rafo y su hija Margarita. En esta cinta, la joven descubrirá que tendrá un hermano menos y, ante esto, pondrá en marcha un plan durante unas vacaciones organizadas por su padre en una playa del norte.",98,2018,"Comedia, Familiar",Elefantemiope eirl,Frank Pérez-Garland,"Francisca Aronsson, Giovanni Ciccia, Melania Urbina",Perú,$450.000,$4.795,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BOGIyYjkyMmMtZWRlOC00M2I5LWJiYTMtZDJjYjhlZDJlMDM1XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt7891670/?ref_=instant_tt_1&q=El%20gran%20Le%C3%B3n,https://www.youtube.com/watch?v=kETtB_ZlxpA,El gran León,"Ivana Cornejo (Gianella Neyra) es una abogada divorciada y socia de su ex marido Diego Bisoni (Cristian Rivero) en un estudio de abogados. Después de perder su celular recibe una llamada de León Godoy (Carlos Alcántara), quien encontró el teléfono. Desde esa conversación telefónica se establece una gran empatía entre ambos, y se da el inicio de una gran historia de amor que Diego tratará de evitar. Luego de descubrir que León mide 1.36mts, Ivana deberá superar esos centímetros que le faltan al hombre de su vida, enfrentando los prejuicios sociales y los propios.",100,2018,"Comedia, Romance",Tondero Films,Ricardo Maldonado,"Katia Condos, Denisse Dibós, Martha Figueroa",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BOTZkMTAzMjQtMTI5ZC00NGMwLTg5NWMtYmE4YmI4NjRhZjI1XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt10623116/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=UbONCCwG104,Mataindios,"Cuatro pobladores asumen la organización de la festividad, en honor al Santo Patrón del pueblo, para dar fin al dolor que les genera la desaparición de sus familiares. Poner contento al Santo, es la consigna de los pobladores, pues creen que de esa manera el Patrón les quitará los años de luto. Por eso, los cuatro mayordomos, hacen lo imposible para lograr la mejor celebración. A pesar de todas las vicisitudes por las que atraviesan a lo largo de la preparación, logran finalmente sobreponerse y sacar adelante la gran festividad, el cual debería concluir con el entierro simbólico de todos los familiares desaparecidos. Pero el inesperado accidente de uno de los mayordomos, genera en los pobladores, un mal augurio y dudas con respecto a la voluntad del Patrón de querer calmar sus pesares.",76,2018,Drama,La Tropilla de Obrajeros EIRL,Oscar Sánchez Saldaña,"Nataly Aures, Glicerio Reynoso, Carlos Solano",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMDEzYjBhMjEtMWE4OC00ZmQyLWEwMGMtNTU5NWYzNmViYzhiXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt8860770/?ref_=instant_tt_1&q=Expectante,https://www.youtube.com/watch?v=txeyD0-ibdc,Expectante,"Entre jóvenes que solo se sienten seguros conversando entre ellos o en videojuegos, ""Expectante"" nos muestra el estado de alerta que nos afecta y que ha atrapado a todos. Donde ningún lugar nos parece seguro.",77,2018,"Drama, Misterio",Feelart Company,Farid Rodríguez Rivero,"Jean Pierre Seminario, Fiama Silva Portugal, Luis Ciudad",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BOTdhNjMxNGMtZWI4Mi00NDE3LTg3MzktMDFmNjg2ZDI2NGM3XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt10622212/?ref_=instant_tt_1&q=Casos%20Complejos,https://youtu.be/jprpjcdVGYk,Casos Complejos,"Una región del Perú marcada por la corrupción y la delincuencia, tomada por las bandas criminales. En medio, un conflicto humano entre dos personajes. Un fiscal que aún conserva la esperanza de lograr cambios en la sociedad y un joven sicario que no tiene otra opción que matar para vivir. ¿Cuál es el pasado de este joven sicario? ¿Cómo llegó a ser un asesino a sueldo? ¿Cuál es el rol de la justicia en esta compleja trama de crímenes y violencia?",81,2018,"Drama, Thriller",Cine de Barrio,Omar Forero,"Oscar Alarcón, Fernando Bacilio, Robert de la Cruz","Trujillo, Cascas, Chocope, Cartavio, Laredo, Tícmar, Perú",-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BOWJhOTRjZWEtMTAwOC00NDEzLThiN2UtODU2ODg2Y2Y1Mzk0XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt13840552/?ref_=instant_tt_2&q=Rosa%20Mistica,https://www.youtube.com/watch?v=DRxsgKuMuD0,Rosa Mistica,"La película retrata, a través de fragmentos representativos de la vida de Santa Rosa de Lima, la significación de su ardiente existencia y de su muy personal y desgarrada búsqueda de trascendencia espiritual mediante la experiencia mística, durante el siglo XVII en el Virreinato del Perú.",140,2018,Historia,Argos Producciones Audiovisuales,Augusto Tamayo San Román,"Jorge Chiarella, Alberto Isola, Miguel Iza",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BNjYzZWYyNGItY2M5Ny00OWNiLTlhYjctNmJiMDc2NzhmYmNhXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt7858408/?ref_=instant_tt_1&q=Locos%20de%20Amor%202,https://www.youtube.com/watch?v=v3fspveODBI,Locos de Amor 2,La comedia musical del año. Una madre soltera y el hombre que no ha podido olvidarla desde que tenía 23 años. Una mujer que anhela ser madre y un padre soltero en sus cincuentas que solo piensa en ella. Un hombre descorazonado que empieza a salir con una conductora que da consejos de amor en la radio. Y una mujer madura que llega de Miami buscando nuevas experiencias. Una alocada y divertida comedia musical donde los personajes descubrirán que nunca es tarde para volver a estar Locos de amor.,104,2018,Musical,Tondero Films,Frank Pérez-Garland,"Carlos Alcántara, Vanessa Saba, Marco Zunino",Lima,$800.000,$11.610,Español,-770.388.300,-119.291.300
https://m.media-amazon.com/images/M/MV5BZDljY2ViZTQtMzkwZC00YmI5LWFhMjUtYjQ5OTk5NmI2ZjZiXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt9032866/?ref_=instant_tt_2&q=Caiga%20quien%20caiga,https://www.youtube.com/watch?v=zqelOdgoqyc,Caiga quien caiga,"Un abogado joven, José Ugaz, es convocado por el gobierno peruano para que investigue y capture a Vladimiro Montesinos, el jefe del servicio de inteligencia del Perú y hombre más importante del gobierno de Alberto Fujimori, quien en medio de un escándalo político ha huido a Panamá para obtener asilo. Ugaz decide asumir los riesgos de este peligroso reto en aras de que se dé un cambio en el Perú. ",98,2018,Thriller,Amaranta Films,Eduardo Guillot,"Miguel Iza, Eduardo Camino, Javier Valdés",Perú,-,-,Español,-9.189.967,-75.015.152
https://th.bing.com/th/id/OIP.ShIg4m1qhjB9Aoil5VZvMwHaJP?w=980&h=1222&rs=1&pid=ImgDetMain,https://www.filmaffinity.com/es/film402093.html,https://www.youtube.com/watch?v=YaPEy2gEPCA,¡Que dificil es amar!,"Comedia romántica, que narra las peripecias de tres amigos en el ámbito amoroso, los cuales, tienen la particularidad de convivir a manera de roommates, siendo estos de edades diferentes; un veinteañero, un treintañero y un cuarentañero.",90,2018,"Comedia, Romance","La Musa de Arriba, Green Octopus Design",David Arnes,"Diego Bertie, Milett Figueroa, Oscar López Arias",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYmM0MWY3ZGMtZGEyYS00YTIzLTk5MmUtYTVkYjg3Zjc5MjlmXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt12584154/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=NGbqwRtZgfk,Django: En el nombre del hijo,"Regreso del icónico Django en una película que pone final a la historia del famoso asaltante de bancos. Salvador, el hijo menor de Django, vive una vida presionado por el recuerdo de su hermano muerto venerado por lo jóvenes de su barrio y la imagen de leyenda de su padre en prisión. La búsqueda de justicia ante la traición de Magda lo lleva a penetrar en un mundo de corrupción y violencia. Maco, su padre espiritual, quiere evitar que ese mundo lo termine lastimando y busca soluciones impensadas desatándose una serie de hechos que lo llevaran, a él y a Django, por caminos similares en busca de justicia.",100,2019,"Acción, Drama, Thriller",La Soga Producciones,Aldo Salvini,"Emanuel Soriano, Melania Urbina, Brando Gallesi, Sergio Galliani",Lima,-,-,Español,-770.388.300,-119.291.300
https://m.media-amazon.com/images/M/MV5BN2M4ZmRiMGEtZGMyZi00MmVhLWFhYWItZjc4MDBjNjBlODUwXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt18363918/?ref_=instant_tt_1&q=Un%20amor%20hasta%20las%20patas,https://www.youtube.com/watch?v=CRdNnMyYTG4,Un amor hasta las patas,"Mayra es una chica de 25 que vive sola con sus dos perritos y se siente un poco restringida por los comentarios de sus padres. Tímida e insegura , su vida amorosa no anda bien. Roxana su mejor amiga, y totalmente opuesta a ella, le consigue una cita gracias a las redes sociales. El desastre de la cita la lleva a pedirle un deseo a un mágico ""gato de los deseos"": tener un novio tan tierno y comprensible como sus 2 adorables perros. Su vida se vuelve un divertido alboroto canino y le dará gratificantes sorpresas. Un simpático entrenador de perros le ayudará a resolver parte de este gran alboroto.",90,2019,"Animación, Aventura, Comedia",Double R Productions (II),Carlitos Landeo,"Nataniel Sánchez, Lourdes Berninzon, Sergio París",Perú,$12.600,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMDM2YTE1MTktMDllMS00ZWU3LWFhYzQtMzQyNTU1NWMyYzA0XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt20913578/?ref_=instant_tt_1&q=Microb%C3%BAs,https://youtu.be/3V8l3pGrZjc,Microbús,"Un grupo de amigos decide pasar la noche haciendo lo que siempre hacen: deambular por las calles en busca de algo con que emborracharse. A ellos se les une Isidro, un chico con el que Luciana tiene un encuentro fortuito en un microbús. Son los últimos días del verano. ",44,2019,Aventura,"Raúl Saco, Luciana Blomberg, Bruno Espejo, Cecilina Silva Remy, Sebastián de los Heros",Alejandro Small,"Luciana Blomberg, Sebastián de Los Heros, Bruno Espejo",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMjU1YmE1YTEtNTZjYS00NWUzLTgxYTMtNWU3M2ZkNzFjMmNmXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt30386993/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=z0pnALRkE3c,Cinema Express,Un grupo de estudiantes participan en un concurso donde deberán hacer un cortometraje en 24 horas.,48,2019,Comedia,Desvio Producciones,Renzo Leyva,"Marcelo Chávez, Steffani Hundskopf",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BZjI0OTY4NDQtMDhlMy00MTM2LTg5YTAtNjgxMWY2YWExZDhlXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt8566872/?ref_=instant_tt_1&q=Hotel%20Para%C3%ADso,https://www.youtube.com/watch?v=TG7f69ZdCHU,Hotel Paraíso,"Cuando Guillermo, un introvertido preadolescente, llega con su familia a pasar vacaciones al maravilloso Hotel,Paraíso no solo tendrá unos divertidos días llenos de actividades y coloridos animadores, sino que también conocerá a Andrea, una hermosa y curiosa chica de su colegio con la que regularmente fantasea. Lamentablemente en el hotel también se encuentra a Nahel, el chico popular y galán del colegio que suele abusar de otros niños y que también busca enamorar a Andrea. Con la ayuda de inesperados aliados y familiares sin igual, Guillermo deberá enfrentar sus inseguridades y participar de diferentes actividades en el hotel para ganar la gran subasta de fin de semana y conquistar el corazón de Andrea.",93,2019,Comedia,111 Producciones,Daniel Rehder,"Francisca Aronsson, Carolina Cano, Katia Condos",Ica,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BZDhhNWNmMGItOGQxMC00YTJjLTlmNDYtMjgwYjUxNWIzMzRhXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt9833886/?ref_=instant_tt_2&q=Intercambiadas,https://www.youtube.com/watch?v=0eKOdyOae34,Intercambiadas,"Paola y Lupe son polos opuestos. Paola, una ejecutiva exitosa y madre de dos hijos; Lupe, una carismática y relajada empleada del hogar, que trabaja en la casa de Paola por años. Una noche, el deseo del pequeño Vasco a una estrella fugaz pondrá todo al revés: Paola y Lupe despiertan en el cuerpo de la otra. ¿Paola y Lupe? ¿Lupe y Paola? Ambas vivirán situaciones hilarantes y divertidas mientras buscan una solución a su “ligero” problema.",95,2019,Comedia,Tondero Films,Dnaniel Vega Vidal,"Guillermo Blanco, Patricia Portocarrero, Matías Raygada",Perú,$750.000,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMWM3ZDU5MzAtNjE0Ni00NTMzLTk2MGUtODUwYWZmMmYwOWJjXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt13032800/?ref_=instant_tt_1&q=Jugo%20de%20tamarindo,https://www.youtube.com/watch?v=jPkf4zloDss,Jugo de tamarindo,"Samy (Julio Andrade) es un reconocido rockero que vive los mejores momentos de su carrera. Convive con Gloria (Leslie Stewart) una popular actriz que en el fragor de su trabajo comete algunos excesos que han deteriorado la relación. Cumpliendo con los shows de sus constantes giras, Samy llega a Ica a dar un concierto en el que conoce a una espectacular mujer, es 'Morocha', una de las principales bailarinas de un prestigioso night club de esa ciudad con quien tiempo atrás realizó un muy exitoso videoclip. Película inspirada en el popular videoclip de la canción del mismo nombre.",94,2019,Comedia,Star Films,Julio Andrade,"Karen Dejo, Leslie Stewart, Tefi Valenzuela",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BNzU0YzI4ZTQtOGJiMS00NzdlLWI5YjgtYTc5MThlMTk0ZDMyXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt8932338/?ref_=instant_tt_1&q=La%20Peor%20de%20Mis%20Bodas%202,https://www.youtube.com/watch?v=HtDTdk_K7UY,La Peor de Mis Bodas 2,"Segunda parte de la exitosa película 'La peor de mis bodas'. Las cosas marchan bien para Maricielo y su guapo esposo, Salvador, hasta que una mala decisión de negocios los deja en bancarrota. Maricielo no encuentra a quién más acudir que a su adinerada suegra, a quien no invitaron a la boda, por lo que tendrán que celebrar otra para engañarla.",105,2019,Comedia,Big Bang Films,Adolfo Aguilar,"Maricarmen Marín, Gabriel Soto, Laura Zapata",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMjI1NDU5YTYtYTE1NS00NDI3LWFmMGQtM2I4MzkwYjUxNzg2XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt19726758/?ref_=instant_tt_1&q=Once%20machos%202,https://www.youtube.com/watch?v=_tYmVfxiHJA,Once machos 2,"Los Once Machos tendrán que enfrentarse en la cancha contra el “Villano”, que ha secuestrado a sus hijos. Ahora, solo una victoria logrará que vuelvan a ver con vida a sus criaturas.",105,2019,Comedia,Ama Films,Aldo Miyashiro,"Pietro Sibille, André Silva, Andrés Salas",Perú,$600.000,-,Español,-9.189.967,-75.015.152
